Crop,Year,Season,State,Area,Production,Rainfall,Yield,season_code,crop_code
Onion,2013,Kharif,Telangana,3984.0,74919,1348.7,18.82666667,1,1
Onion,2013,Rabi,Telangana,10794.0,359826,1348.7,31.81375,2,1
Rice,2013,Kharif,Telangana,1166334.0,3768045,1348.7,3.115555556,1,2
Rice,2013,Rabi,Telangana,828103.0,2813045,1348.7,3.203333333,2,2
Wheat,2013,Rabi,Telangana,7039.0,4366,1348.7,0.74,2,3
Maize,2013,Kharif,Tripura,4549.0,5805,2043.5,1.29375,1,0
Rice,2013,Kharif,Tripura,254254.0,711831,2043.5,2.775,1,2
Wheat,2013,Rabi,Tripura,150.0,300,2043.5,1.93375,2,3
Maize,2013,Kharif,Uttar Pradesh,695526.0,1277851,995.2,1.702,1,0
Maize,2013,Rabi,Uttar Pradesh,13418.0,47674,995.2,3.5572,2,0
Maize,2013,Summer,Uttar Pradesh,58002.0,106550,995.2,1.840877193,3,0
Onion,2013,Rabi,Uttar Pradesh,12232.0,248779,995.2,20.33626667,2,1
Onion,2013,Summer,Uttar Pradesh,12195.0,164098,995.2,13.33986301,3,1
Rice,2013,Kharif,Uttar Pradesh,5955306.0,14565665,995.2,2.396133333,1,2
Rice,2013,Summer,Uttar Pradesh,27063.0,70171,995.2,2.479047619,3,2
Wheat,2013,Rabi,Uttar Pradesh,9839197.0,31492656,995.2,3.2156,2,3
Maize,2013,Kharif,Uttarakhand,23534.0,33712,1735.4,1.412307692,1,0
Maize,2013,Summer,Uttarakhand,48.0,118,1735.4,2.4325,3,0
Onion,2013,Whole Year,Uttarakhand,2359.0,12452,1735.4,5.754166667,4,1
Rice,2013,Kharif,Uttarakhand,246959.0,551758,1735.4,1.736153846,1,2
Rice,2013,Summer,Uttarakhand,12420.0,41310,1735.4,3.353333333,3,2
Wheat,2013,Rabi,Uttarakhand,343637.0,848134,1735.4,1.978461538,2,3
Maize,2013,Autumn,Jharkhand,85854.0,136388,1253.6,1.467916667,0,0
Onion,2013,Rabi,Jharkhand,3640.0,24604,1253.6,21.76956522,2,1
Rice,2013,Autumn,Jharkhand,154068.0,131682,1253.6,0.854782609,0,2
Rice,2013,Winter,Jharkhand,933073.0,1366639,1253.6,1.422083333,5,2
Wheat,2013,Rabi,Jharkhand,73527.0,106208,1253.6,1.550416667,2,3
Maize,2013,Autumn,West Bengal,43701.0,117402,1939.9,2.767777778,0,0
Maize,2013,Rabi,West Bengal,46869.0,252419,1939.9,3.530833333,2,0
Maize,2013,Summer,West Bengal,53334.0,250660,1939.9,2.987222222,3,0
Rice,2013,Autumn,West Bengal,210036.0,493651,1939.9,2.252777778,0,2
Rice,2013,Summer,West Bengal,1286995.0,4338142,1939.9,3.127222222,3,2
Rice,2013,Winter,West Bengal,4016656.0,10545076,1939.9,2.626111111,5,2
Wheat,2013,Rabi,West Bengal,331481.0,927837,1939.9,2.538888889,2,3
Maize,2014,Autumn,Bihar,277416.0,825146,1061.0,2.717368421,0,0
Maize,2014,Rabi,Bihar,251716.0,913784,1061.0,3.269705882,2,0
Maize,2014,Summer,Bihar,177386.0,739815,1061.0,3.988378378,3,0
Rice,2014,Autumn,Bihar,581128.0,1010341,1061.0,1.738965517,0,2
Rice,2014,Summer,Bihar,82265.0,181555,1061.0,1.971764706,3,2
Rice,2014,Winter,Bihar,2599981.0,7049728,1061.0,2.625263158,5,2
Wheat,2014,Rabi,Bihar,2154423.0,3570211,1061.0,1.676315789,2,3
Maize,2014,Kharif,Chhattisgarh,125074.0,235014,1274.7,1.803333333,1,0
Onion,2014,Whole Year,Chhattisgarh,4808.0,42902,1274.7,8.960869565,4,1
Rice,2014,Kharif,Chhattisgarh,4035700.0,7977746,1274.7,1.92962963,1,2
Wheat,2014,Rabi,Chhattisgarh,103195.0,153321,1274.7,1.745384615,2,3
Maize,2014,Kharif,Gujarat,308788.0,387805,605.6,1.409090909,1,0
Maize,2014,Rabi,Gujarat,79664.0,169660,605.6,1.969375,2,0
Maize,2014,Summer,Gujarat,5890.0,11341,605.6,1.847857143,3,0
Onion,2014,Rabi,Gujarat,38809.0,1081939,605.6,28.18724138,2,1
Onion,2014,Summer,Gujarat,8185.0,233276,605.6,26.506,3,1
Rice,2014,Kharif,Gujarat,763205.0,1671308,605.6,1.867368421,1,2
Rice,2014,Summer,Gujarat,31238.0,100275,605.6,3.144166667,3,2
Wheat,2014,Rabi,Gujarat,1171449.0,3293487,605.6,2.8178125,2,3
Maize,2014,Kharif,Haryana,9000.0,18000,301.3,2.0,1,0
Onion,2014,Whole Year,Haryana,28688.0,640215,301.3,22.56047619,4,1
Rice,2014,Kharif,Haryana,1277000.0,3989000,301.3,2.9465,1,2
Wheat,2014,Rabi,Haryana,2628000.0,10457000,301.3,3.782857143,2,3
Maize,2014,Kharif,Himachal Pradesh,289204.0,503715,1019.9,1.985,1,0
Onion,2014,Rabi,Himachal Pradesh,806.0,7600,1019.9,9.471,2,1
Rice,2014,Kharif,Himachal Pradesh,72380.0,116365,1019.9,1.72,1,2
Wheat,2014,Rabi,Himachal Pradesh,345548.0,639209,1019.9,1.846666667,2,3
Maize,2014,Kharif,Madhya Pradesh,1131000.0,2530000,891.2,2.093061224,1,0
Rice,2014,Kharif,Madhya Pradesh,2057000.0,3522660,891.2,1.663488372,1,2
Wheat,2014,Rabi,Madhya Pradesh,5999000.0,18463000,891.2,2.904705882,2,3
Maize,2014,Kharif,Maharashtra,800500.0,1496100,1001.6,1.76,1,0
Maize,2014,Rabi,Maharashtra,239800.0,651400,1001.6,1.730869565,2,0
Maize,2014,Summer,Maharashtra,35900.0,53700,1001.6,1.240454545,3,0
Rice,2014,Kharif,Maharashtra,1508400.0,2835400,1001.6,1.3064,1,2
Rice,2014,Summer,Maharashtra,42800.0,111200,1001.6,2.52375,3,2
Wheat,2014,Rabi,Maharashtra,1067300.0,1307700,1001.6,1.20137931,2,3
Maize,2014,Kharif,Manipur,19590.0,43350,987.5,2.234444444,1,0
Maize,2014,Rabi,Manipur,6600.0,15400,987.5,2.334444444,2,0
Rice,2014,Kharif,Manipur,224380.0,501980,987.5,2.073333333,1,2
Wheat,2014,Rabi,Manipur,2160.0,5620,987.5,2.631666667,2,3
Maize,2014,Kharif,Mizoram,5553.0,8444,2029.9,1.65875,1,0
Maize,2014,Rabi,Mizoram,142.0,180,2029.9,2.23,2,0
Rice,2014,Autumn,Mizoram,20064.0,23583,2029.9,1.14875,0,2
Rice,2014,Kharif,Mizoram,16380.0,35983,2029.9,2.2825,1,2
Rice,2014,Rabi,Mizoram,486.0,1113,2029.9,2.063333333,2,2
Maize,2014,Kharif,Nagaland,63600.0,125630,1333.3,1.973636364,1,0
Maize,2014,Rabi,Nagaland,5220.0,10310,1333.3,1.975,2,0
Rice,2014,Kharif,Nagaland,191230.0,443450,1333.3,2.260909091,1,2
Rice,2014,Rabi,Nagaland,4010.0,10740,1333.3,2.683333333,2,2
Wheat,2014,Rabi,Nagaland,3070.0,5600,1333.3,1.823333333,2,3
Maize,2014,Kharif,Punjab,126000.0,460000,382.7,3.918571429,1,0
Rice,2014,Kharif,Punjab,2894000.0,11107000,382.7,3.728181818,1,2
Wheat,2014,Rabi,Punjab,3505000.0,15050000,382.7,4.174090909,2,3
Maize,2014,Kharif,Telangana,521865.0,1408615,746.4,2.935555556,1,0
Maize,2014,Rabi,Telangana,169606.0,899436,746.4,4.993333333,2,0
Onion,2014,Kharif,Telangana,5552.0,86305,746.4,15.05142857,1,1
Onion,2014,Rabi,Telangana,8367.0,228542,746.4,26.84555556,2,1
Rice,2014,Kharif,Telangana,920307.0,2854873,746.4,2.958888889,1,2
Rice,2014,Rabi,Telangana,495113.0,1690109,746.4,3.332222222,2,2
Wheat,2014,Rabi,Telangana,5828.0,6929,746.4,1.156,2,3
Maize,2014,Kharif,Tripura,4519.0,5963,2015.7,1.30875,1,0
Rice,2014,Kharif,Tripura,257273.0,746954,2015.7,2.885,1,2
Wheat,2014,Rabi,Tripura,135.0,304,2015.7,2.21375,2,3
Maize,2014,Kharif,Uttar Pradesh,642726.0,1142861,616.4,1.693783784,1,0
Maize,2014,Rabi,Uttar Pradesh,10653.0,25493,616.4,2.444166667,2,0
Maize,2014,Summer,Uttar Pradesh,62374.0,110903,616.4,1.784310345,3,0
Onion,2014,Rabi,Uttar Pradesh,10021.0,153311,616.4,15.2939726,2,1
Onion,2014,Summer,Uttar Pradesh,11256.0,170211,616.4,14.41890411,3,1
Rice,2014,Kharif,Uttar Pradesh,5842029.0,13241518,616.4,2.240533333,1,2
Rice,2014,Summer,Uttar Pradesh,29947.0,75449,616.4,2.384090909,3,2
Wheat,2014,Rabi,Uttar Pradesh,9846466.0,20054791,616.4,2.065466667,2,3
Maize,2014,Kharif,Uttarakhand,23757.0,49135,1287.4,1.822307692,1,0
Maize,2014,Summer,Uttarakhand,36.0,80,1287.4,2.205,3,0
Onion,2014,Whole Year,Uttarakhand,2825.0,14786,1287.4,5.744166667,4,1
Rice,2014,Kharif,Uttarakhand,247698.0,561856,1287.4,1.738461538,1,2
Rice,2014,Summer,Uttarakhand,12394.0,39004,1287.4,3.15,3,2
Wheat,2014,Rabi,Uttarakhand,343879.0,662026,1287.4,1.543076923,2,3
Maize,2014,Autumn,Jharkhand,106524.0,230750,1156.6,1.71625,0,0
Onion,2014,Rabi,Jharkhand,3714.0,21861,1156.6,6.09375,2,1
Rice,2014,Autumn,Jharkhand,139909.0,143816,1156.6,1.01,0,2
Rice,2014,Winter,Jharkhand,849093.0,1248966,1156.6,1.416666667,5,2
Wheat,2014,Rabi,Jharkhand,63741.0,96435,1156.6,1.46625,2,3
Wheat,2014,Winter,Jharkhand,23515.0,42516,1156.6,1.436428571,5,3
Maize,2014,Autumn,West Bengal,45415.0,122104,1483.5,3.369166667,0,0
Maize,2014,Rabi,West Bengal,51093.0,278224,1483.5,3.430833333,2,0
Maize,2014,Summer,West Bengal,55289.0,249556,1483.5,3.143333333,3,0
Rice,2014,Autumn,West Bengal,227829.0,591451,1483.5,2.516111111,0,2
Rice,2014,Summer,West Bengal,1290020.0,4351753,1483.5,3.254444444,3,2
Rice,2014,Winter,West Bengal,4008662.0,10983992,1483.5,2.700555556,5,2
Wheat,2014,Rabi,West Bengal,334640.0,939254,1483.5,2.615,2,3
Maize,2015,Autumn,Bihar,270700.0,692696,874.0,2.795263158,0,0
Maize,2015,Rabi,Bihar,249982.0,1105141,874.0,3.842352941,2,0
Maize,2015,Summer,Bihar,184273.0,719263,874.0,3.562972973,3,0
Rice,2015,Autumn,Bihar,549012.0,725206,874.0,1.347142857,0,2
Rice,2015,Summer,Bihar,81302.0,200983,874.0,2.528333333,3,2
Rice,2015,Winter,Bihar,2602000.0,5876027,874.0,2.166052632,5,2
Wheat,2015,Rabi,Bihar,2110750.0,4736448,874.0,2.312631579,2,3
Maize,2015,Kharif,Chhattisgarh,126356.0,237676,1136.0,1.733333333,1,0
Onion,2015,Whole Year,Chhattisgarh,5170.0,31072,1136.0,5.973043478,4,1
Rice,2015,Kharif,Chhattisgarh,3959746.0,5154328,1136.0,1.21962963,1,2
Wheat,2015,Rabi,Chhattisgarh,105785.0,142329,1136.0,1.522,2,3
Maize,2015,Kharif,Gujarat,297588.0,393828,584.3,1.486818182,1,0
Maize,2015,Rabi,Gujarat,88311.0,201807,584.3,2.075714286,2,0
Maize,2015,Summer,Gujarat,6022.0,12876,584.3,2.067272727,3,0
Onion,2015,Rabi,Gujarat,52885.0,1424267,584.3,26.94153846,2,1
Onion,2015,Summer,Gujarat,10091.0,286289,584.3,26.179,3,1
Rice,2015,Kharif,Gujarat,741042.0,1584355,584.3,1.895238095,1,2
Rice,2015,Summer,Gujarat,33140.0,107509,584.3,3.201818182,3,2
Wheat,2015,Rabi,Gujarat,857696.0,2315849,584.3,2.6759375,2,3
Maize,2015,Kharif,Haryana,5800.0,17900,426.8,2.93,1,0
Onion,2015,Whole Year,Haryana,30645.0,705795,426.8,23.16333333,4,1
Rice,2015,Kharif,Haryana,1353000.0,4142000,426.8,2.963,1,2
Wheat,2015,Rabi,Haryana,2576000.0,11350000,426.8,4.252857143,2,3
Maize,2015,Kharif,Himachal Pradesh,280811.0,708527,1223.2,2.868333333,1,0
Onion,2015,Rabi,Himachal Pradesh,854.0,8696,1223.2,9.954,2,1
Rice,2015,Kharif,Himachal Pradesh,71614.0,114670,1223.2,1.612727273,1,2
Wheat,2015,Rabi,Himachal Pradesh,342675.0,602287,1223.2,1.605,2,3
Maize,2015,Kharif,Madhya Pradesh,1100000.0,3138000,1000.7,2.075416667,1,0
Onion,2015,Whole Year,Madhya Pradesh,147866.95,3413490,1000.7,22.43019608,4,1
Rice,2015,Kharif,Madhya Pradesh,2027000.0,3546790,1000.7,1.701904762,1,2
Wheat,2015,Rabi,Madhya Pradesh,5914000.0,18408000,1000.7,2.961372549,2,3
Maize,2015,Kharif,Maharashtra,789100.0,1159800,875.7,1.200833333,1,0
Maize,2015,Rabi,Maharashtra,248690.0,460920,875.7,1.55962963,2,0
Maize,2015,Summer,Maharashtra,29100.0,39150,875.7,1.352608696,3,0
Rice,2015,Kharif,Maharashtra,1471400.0,2517100,875.7,1.334583333,1,2
Rice,2015,Summer,Maharashtra,31400.0,76000,875.7,2.538888889,3,2
Wheat,2015,Rabi,Maharashtra,910854.0,981351,875.7,1.0278125,2,3
Maize,2015,Kharif,Manipur,19720.0,44380,1329.1,2.287777778,1,0
Maize,2015,Rabi,Manipur,7000.0,17180,1329.1,2.462222222,2,0
Rice,2015,Kharif,Manipur,237000.0,508140,1329.1,1.876666667,1,2
Wheat,2015,Rabi,Manipur,2250.0,5620,1329.1,2.503333333,2,3
Maize,2015,Kharif,Mizoram,5672.0,9868,2310.8,1.94625,1,0
Maize,2015,Rabi,Mizoram,205.0,427,2310.8,2.57,2,0
Onion,2015,Rabi,Mizoram,5.0,73,2310.8,14.6,2,1
Rice,2015,Autumn,Mizoram,19851.0,24343,2310.8,1.22375,0,2
Rice,2015,Kharif,Mizoram,16804.0,36471,2310.8,2.16,1,2
Rice,2015,Rabi,Mizoram,498.0,1275,2310.8,2.515,2,2
Maize,2015,Kharif,Nagaland,63640.0,125920,1308.3,1.978181818,1,0
Maize,2015,Rabi,Nagaland,5270.0,10440,1308.3,1.981666667,2,0
Rice,2015,Kharif,Nagaland,176790.0,427240,1308.3,2.41,1,2
Rice,2015,Rabi,Nagaland,4520.0,12220,1308.3,2.703333333,2,2
Wheat,2015,Rabi,Nagaland,3250.0,5950,1308.3,1.828888889,2,3
Maize,2015,Kharif,Punjab,115000.0,424000,512.6,3.759230769,1,0
Rice,2015,Kharif,Punjab,2975000.0,11823000,512.6,3.923181818,1,2
Wheat,2015,Rabi,Punjab,3508000.0,16077000,512.6,4.552272727,2,3
Maize,2015,Kharif,Telangana,454308.0,1161260,747.9,2.983333333,1,0
Maize,2015,Rabi,Telangana,118486.0,589814,747.9,4.658888889,2,0
Onion,2015,Kharif,Telangana,5269.0,74452,747.9,13.5075,1,1
Onion,2015,Rabi,Telangana,10462.0,315376,747.9,28.95888889,2,1
Rice,2015,Kharif,Telangana,748713.0,2197030,747.9,2.822222222,1,2
Rice,2015,Rabi,Telangana,297475.0,850259,747.9,2.785555556,2,2
Wheat,2015,Rabi,Telangana,4952.0,16902,747.9,2.9475,2,3
Maize,2015,Kharif,Tripura,7334.0,10101,2334.4,1.385,1,0
Maize,2015,Rabi,Tripura,1412.0,2076,2334.4,1.4625,2,0
Rice,2015,Kharif,Tripura,199818.0,575826,2334.4,2.895,1,2
Rice,2015,Summer,Tripura,69975.0,219022,2334.4,3.04625,3,2
Wheat,2015,Rabi,Tripura,182.0,407,2334.4,2.221428571,2,3
Maize,2015,Kharif,Uttar Pradesh,605036.0,1118656,596.7,1.640133333,1,0
Maize,2015,Rabi,Uttar Pradesh,10620.0,23341,596.7,2.162391304,2,0
Maize,2015,Summer,Uttar Pradesh,87544.0,161869,596.7,1.851754386,3,0
Onion,2015,Rabi,Uttar Pradesh,10390.0,122238,596.7,11.76805556,2,1
Onion,2015,Summer,Uttar Pradesh,13796.0,187324,596.7,13.14577465,3,1
Rice,2015,Kharif,Uttar Pradesh,5837445.0,12434053,596.7,2.096133333,1,2
Rice,2015,Summer,Uttar Pradesh,24595.0,67107,596.7,2.295,3,2
Wheat,2015,Rabi,Uttar Pradesh,9644838.0,26874361,596.7,2.768,2,3
Maize,2015,Kharif,Uttarakhand,22123.0,38135,1247.6,1.593076923,1,0
Maize,2015,Summer,Uttarakhand,43.0,73,1247.6,1.32,3,0
Onion,2015,Whole Year,Uttarakhand,3268.0,17246,1247.6,5.505833333,4,1
Rice,2015,Kharif,Uttarakhand,252163.0,591755,1247.6,1.795384615,1,2
Rice,2015,Summer,Uttarakhand,13043.0,50137,1247.6,3.81,3,2
Wheat,2015,Rabi,Uttarakhand,342650.0,790370,1247.6,1.675384615,2,3
Maize,2015,Autumn,Jharkhand,118741.0,115121,1085.6,1.133333333,0,0
Onion,2015,Rabi,Jharkhand,3129.0,19999,1085.6,8.018181818,2,1
Rice,2015,Autumn,Jharkhand,145866.0,88110,1085.6,0.606956522,0,2
Rice,2015,Winter,Jharkhand,1016623.0,674135,1085.6,0.6625,5,2
Wheat,2015,Rabi,Jharkhand,71027.0,113701,1085.6,1.456666667,2,3
Maize,2015,Autumn,West Bengal,45635.0,122780,1717.0,2.642307692,0,0
Maize,2015,Rabi,West Bengal,52130.0,284572,1717.0,3.6,2,0
Maize,2015,Summer,West Bengal,55352.0,255082,1717.0,3.279444444,3,0
Rice,2015,Autumn,West Bengal,235970.0,612966,1717.0,2.48,0,2
Rice,2015,Summer,West Bengal,1310585.0,4424392,1717.0,3.155,3,2
Rice,2015,Winter,West Bengal,3977400.0,10910896,1717.0,2.670555556,5,2
Wheat,2015,Rabi,West Bengal,339851.0,788503,1717.0,2.191111111,2,3
Maize,2016,Kharif,Arunachal Pradesh,50300.0,75450,2933.7,1.584,1,0
Rice,2016,Kharif,Arunachal Pradesh,131000.0,220000,2933.7,1.606,1,2
Wheat,2016,Rabi,Arunachal Pradesh,3910.0,7700,2933.7,2.105,2,3
Maize,2016,Autumn,Bihar,241450.0,624300,1205.6,2.579459459,0,0
Maize,2016,Rabi,Bihar,284883.0,2131513,1205.6,6.058181818,2,0
Maize,2016,Summer,Bihar,194577.0,1089887,1205.6,4.561666667,3,0
Onion,2016,Rabi,Bihar,13634.0,161682,1205.6,10.70864865,2,1
Rice,2016,Autumn,Bihar,556827.0,949371,1205.6,1.736153846,0,2
Rice,2016,Summer,Bihar,84323.0,224329,1205.6,2.493333333,3,2
Rice,2016,Winter,Bihar,2698627.0,7065073,1205.6,2.571052632,5,2
Wheat,2016,Rabi,Bihar,2105811.0,5985841,1205.6,2.781315789,2,3
Maize,2016,Kharif,Chhattisgarh,120547.0,309324,1298.9,2.348518519,1,0
Onion,2016,Whole Year,Chhattisgarh,5075.0,16342,1298.9,2.786956522,4,1
Rice,2016,Kharif,Chhattisgarh,4052587.0,8793273,1298.9,2.076666667,1,2
Wheat,2016,Rabi,Chhattisgarh,102114.0,151078,1298.9,1.660769231,2,3
Maize,2016,Kharif,Gujarat,321379.0,539081,710.5,1.789545455,1,0
Maize,2016,Rabi,Gujarat,117169.0,277521,710.5,2.16,2,0
Maize,2016,Summer,Gujarat,11311.0,24059,710.5,2.081428571,3,0
Onion,2016,Rabi,Gujarat,42408.0,1104672,710.5,26.38703704,2,1
Onion,2016,Summer,Gujarat,13489.0,400128,710.5,26.55533333,3,1
Rice,2016,Kharif,Gujarat,792207.0,1808275,710.5,2.0745,1,2
Rice,2016,Summer,Gujarat,55403.0,180196,710.5,3.133333333,3,2
Wheat,2016,Rabi,Gujarat,999370.0,2757755,710.5,2.7428125,2,3
Maize,2016,Kharif,Haryana,6300.0,19500,554.7,3.132222222,1,0
Onion,2016,Whole Year,Haryana,28164.0,650394,554.7,24.83,4,1
Rice,2016,Kharif,Haryana,1384700.0,4451000,554.7,2.9505,1,2
Wheat,2016,Rabi,Haryana,2542100.0,12310000,554.7,4.744761905,2,3
Maize,2016,Kharif,Himachal Pradesh,262595.0,483441,1373.9,2.094166667,1,0
Rice,2016,Kharif,Himachal Pradesh,70855.0,103557,1373.9,1.559090909,1,2
Wheat,2016,Rabi,Himachal Pradesh,325910.0,331303,1373.9,1.0275,2,3
Maize,2016,Kharif,Madhya Pradesh,1264000.0,4300000,1048.4,2.479130435,1,0
Onion,2016,Whole Year,Madhya Pradesh,150839.21,3821047,1048.4,23.96137255,4,1
Rice,2016,Kharif,Madhya Pradesh,2260000.0,5400540,1048.4,2.040294118,1,2
Wheat,2016,Rabi,Madhya Pradesh,6423000.0,21916000,1048.4,3.294509804,2,3
Maize,2016,Kharif,Maharashtra,658330.0,2136362,1151.1,2.413448276,1,0
Maize,2016,Rabi,Maharashtra,344895.0,1084699,1151.1,2.637857143,2,0
Maize,2016,Summer,Maharashtra,50200.0,107630,1151.1,1.8748,3,0
Rice,2016,Kharif,Maharashtra,1465730.0,3419021,1151.1,1.664444444,1,2
Rice,2016,Summer,Maharashtra,69640.0,161900,1151.1,2.369166667,3,2
Wheat,2016,Rabi,Maharashtra,1272006.0,2214012,1151.1,1.73483871,2,3
Maize,2016,Kharif,Manipur,19740.0,41800,2039.8,2.102222222,1,0
Maize,2016,Rabi,Manipur,7060.0,17000,2039.8,2.412222222,2,0
Rice,2016,Kharif,Manipur,244000.0,645600,2039.8,2.313333333,1,2
Wheat,2016,Rabi,Manipur,2250.0,5620,2039.8,2.503333333,2,3
Maize,2016,Kharif,Mizoram,5481.0,8443,2626.8,1.665,1,0
Maize,2016,Rabi,Mizoram,298.0,468,2626.8,1.73,2,0
Onion,2016,Rabi,Mizoram,35.0,127,2626.8,3.63,2,1
Rice,2016,Autumn,Mizoram,19602.0,23665,2626.8,1.21125,0,2
Rice,2016,Kharif,Mizoram,16862.0,36979,2626.8,2.2325,1,2
Rice,2016,Rabi,Mizoram,394.0,872,2626.8,2.21,2,2
Maize,2016,Kharif,Nagaland,63660.0,126040,1959.8,1.98,1,0
Maize,2016,Rabi,Nagaland,5300.0,10500,1959.8,1.978333333,2,0
Rice,2016,Kharif,Nagaland,201860.0,491660,1959.8,2.391818182,1,2
Rice,2016,Rabi,Nagaland,4800.0,13400,1959.8,2.79,2,2
Wheat,2016,Rabi,Nagaland,3380.0,6220,1959.8,1.838888889,2,3
Maize,2016,Kharif,Punjab,116000.0,445000,635.9,3.600769231,1,0
Rice,2016,Kharif,Punjab,3046000.0,12638000,635.9,4.066818182,1,2
Wheat,2016,Rabi,Punjab,3495000.0,17636000,635.9,4.975,2,3
Maize,2016,Kharif,Telangana,636407.0,1756790,942.6,3.304333333,1,0
Maize,2016,Rabi,Telangana,165415.0,1125685,942.6,6.661666667,2,0
Onion,2016,Kharif,Telangana,6153.0,92896,942.6,15.68529412,1,1
Onion,2016,Rabi,Telangana,9423.0,309477,942.6,31.11925926,2,1
Rice,2016,Kharif,Telangana,889351.0,3028634,942.6,3.229666667,1,2
Rice,2016,Rabi,Telangana,939223.0,3570445,942.6,3.585,2,2
Wheat,2016,Rabi,Telangana,5409.0,7413,942.6,1.223571429,2,3
Maize,2016,Kharif,Tripura,12196.0,16608,2475.3,1.38375,1,0
Maize,2016,Rabi,Tripura,2500.0,3887,2475.3,1.56,2,0
Rice,2016,Autumn,Tripura,38136.0,101574,2475.3,2.5475,0,2
Rice,2016,Kharif,Tripura,16843.0,18190,2475.3,1.05875,1,2
Rice,2016,Summer,Tripura,71877.0,231509,2475.3,3.145,3,2
Rice,2016,Winter,Tripura,150250.0,463371,2475.3,3.05375,5,2
Wheat,2016,Rabi,Tripura,200.0,460,2475.3,2.25625,2,3
Maize,2016,Kharif,Uttar Pradesh,727231.0,1364579,965.3,1.737808219,1,0
Maize,2016,Rabi,Uttar Pradesh,12320.0,34521,965.3,2.64037037,2,0
Maize,2016,Summer,Uttar Pradesh,66929.0,125558,965.3,1.884827586,3,0
Onion,2016,Rabi,Uttar Pradesh,10526.0,146606,965.3,13.93273973,2,1
Onion,2016,Summer,Uttar Pradesh,12815.0,173372,965.3,13.28542857,3,1
Rice,2016,Kharif,Uttar Pradesh,5965657.0,14396168,965.3,2.3668,1,2
Rice,2016,Summer,Uttar Pradesh,26051.0,74184,965.3,2.484117647,3,2
Wheat,2016,Rabi,Uttar Pradesh,9884913.0,34971381,965.3,3.558666667,2,3
Maize,2016,Kharif,Uttarakhand,21692.0,36649,1580.9,1.57,1,0
Maize,2016,Summer,Uttarakhand,90.0,133,1580.9,1.705,3,0
Onion,2016,Whole Year,Uttarakhand,3557.0,29892,1580.9,7.258333333,4,1
Rice,2016,Kharif,Uttarakhand,251498.0,582720,1580.9,1.779230769,1,2
Rice,2016,Summer,Uttarakhand,14703.0,55577,1580.9,3.77,3,2
Wheat,2016,Rabi,Uttarakhand,339572.0,891700,1580.9,1.962307692,2,3
Maize,2016,Autumn,Jharkhand,124673.0,270738,1296.3,2.102608696,0,0
Onion,2016,Rabi,Jharkhand,3646.0,29203,1296.3,7.856666667,2,1
Rice,2016,Autumn,Jharkhand,137925.0,154026,1296.3,0.912,0,2
Rice,2016,Winter,Jharkhand,1204133.0,2621003,1296.3,2.251666667,5,2
Wheat,2016,Rabi,Jharkhand,112109.0,226854,1296.3,2.145416667,2,3
Maize,2016,Autumn,West Bengal,46431.0,124996,1795.8,2.783333333,0,0
Maize,2016,Rabi,West Bengal,56211.0,317798,1795.8,3.726666667,2,0
Maize,2016,Summer,West Bengal,60813.0,310486,1795.8,3.493333333,3,0
Rice,2016,Autumn,West Bengal,247978.0,642310,1795.8,2.493809524,0,2
Rice,2016,Summer,West Bengal,1185381.0,4005685,1795.8,3.244285714,3,2
Rice,2016,Winter,West Bengal,3963495.0,10996579,1795.8,2.691363636,5,2
Wheat,2016,Rabi,West Bengal,321621.0,862712,1795.8,2.394545455,2,3
Maize,2017,Kharif,Arunachal Pradesh,50797.0,77216,2745.5,1.628,1,0
Rice,2017,Kharif,Arunachal Pradesh,132000.0,233335,2745.5,1.6915,1,2
Wheat,2017,Rabi,Arunachal Pradesh,3930.0,7742,2745.5,2.102,2,3
Maize,2017,Autumn,Bihar,223242.0,535877,1112.0,2.639189189,0,0
Maize,2017,Rabi,Bihar,268085.0,1645555,1112.0,5.3121875,2,0
Maize,2017,Summer,Bihar,186119.0,939340,1112.0,4.354705882,3,0
Onion,2017,Rabi,Bihar,13130.0,185740,1112.0,13.78428571,2,1
Rice,2017,Autumn,Bihar,522698.0,903286,1112.0,1.78173913,0,2
Rice,2017,Summer,Bihar,67865.0,143832,1112.0,2.034285714,3,2
Rice,2017,Winter,Bihar,2716420.0,7046043,1112.0,2.466842105,5,2
Wheat,2017,Rabi,Bihar,2101311.0,6104303,1112.0,2.866315789,2,3
Maize,2017,Kharif,Chhattisgarh,119617.0,306937,1124.5,2.26037037,1,0
Onion,2017,Whole Year,Chhattisgarh,4238.0,28864,1124.5,6.250869565,4,1
Rice,2017,Kharif,Chhattisgarh,3976626.0,5749044,1124.5,1.386296296,1,2
Wheat,2017,Rabi,Chhattisgarh,102195.0,141642,1124.5,1.497692308,2,3
Maize,2017,Kharif,Gujarat,302790.0,469550,814.8,1.676363636,1,0
Maize,2017,Rabi,Gujarat,92558.0,235342,814.8,2.460952381,2,0
Maize,2017,Summer,Gujarat,4636.0,9848,814.8,2.028888889,3,0
Onion,2017,Rabi,Gujarat,42668.0,1223608,814.8,28.7637931,2,1
Onion,2017,Summer,Gujarat,11801.0,318222,814.8,25.194,3,1
Rice,2017,Kharif,Gujarat,802674.0,1749613,814.8,2.0375,1,2
Rice,2017,Summer,Gujarat,52616.0,140196,814.8,2.657857143,3,2
