Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Cotton(lint),2001,Kharif     ,Nagaland,400,400,1532,40852,104,0.99125
Peas & beans (Pulses),2001,Kharif     ,Nagaland,1900,1550,1532,194047,494,0.815
Peas & beans (Pulses),2001,Rabi       ,Nagaland,8000,8000,1532,817040,2080,1
Potato,2001,Whole Year ,Nagaland,3550,42420,1532,362561.5,923,12.14875
Rice,2001,Kharif     ,Nagaland,155000,235000,1532,15830150,40300,1.485
Rice,2001,Rabi       ,Nagaland,1500,2000,1532,153195,390,1.76
Wheat,2001,Rabi       ,Nagaland,6000,12350,1532,612780,1560,2.04
Onion,2001,Whole Year ,Odisha,19410,173430,1672.5,1982343.3,5046.6,8.714333333
Potato,2001,Whole Year ,Odisha,7580,78049,1672.5,774145.4,1970.8,9.565714286
Rice,2001,Kharif     ,Odisha,4500000,7220000,1672.5,459585000,1170000,1.583666667
Wheat,2001,Rabi       ,Odisha,6976,10565,1672.5,712458.88,1813.76,1.1288
Cotton(lint),2001,Kharif     ,Punjab,607000,1307000,479.3,61992910,157820,1.896363636
Rice,2001,Kharif     ,Punjab,2487000,8816000,479.3,253997310,646620,3.517058824
Wheat,2001,Rabi       ,Punjab,3420000,15499000,479.3,349284600,889200,4.487058824
Cotton(lint),2001,Kharif     ,Tamil Nadu,164169,229732,481.3,16766579.97,42683.94,1.450740741
Rice,2001,Kharif     ,Tamil Nadu,2059878,6583630,481.3,210375340.1,535568.28,3.532857143
Cotton(lint),2001,Kharif     ,Uttar Pradesh,4512,4571,849.9,460810.56,1173.12,1.3275
Peas & beans (Pulses),2001,Rabi       ,Uttar Pradesh,327556,395889,849.9,33453294.28,85164.56,1.230144928
Potato,2001,Whole Year ,Uttar Pradesh,388552,9582545,849.9,39682815.76,101023.52,23.1684058
Rice,2001,Kharif     ,Uttar Pradesh,6068496,12849116,849.9,619775496.5,1577808.96,2.016086957
Rice,2001,Summer     ,Uttar Pradesh,2829,6741,849.9,288925.77,735.54,2.097777778
Wheat,2001,Rabi       ,Uttar Pradesh,9255937,25498002,849.9,945308845.8,2406543.62,2.729565217
Onion,2001,Whole Year ,Uttarakhand,1642,8089,1541.3,167697.46,426.92,6.451538462
Peas & beans (Pulses),2001,Rabi       ,Uttarakhand,3251,2370,1541.3,332024.63,845.26,0.655833333
Potato,2001,Kharif     ,Uttarakhand,7761,155501,1541.3,792630.93,2017.86,19.90111111
Potato,2001,Rabi       ,Uttarakhand,5739,121724,1541.3,586124.07,1492.14,20.00692308
Rice,2001,Kharif     ,Uttarakhand,280816,567662,1541.3,28679738.08,73012.16,1.608461538
Rice,2001,Rabi       ,Uttarakhand,3761,11855,1541.3,384110.93,977.86,2.2625
Wheat,2001,Rabi       ,Uttarakhand,375967,721618,1541.3,38397509.71,97751.42,1.616153846
Banana,2002,Whole Year ,Bihar,17307,340338,1105.8,1638453.69,4326.75,22.17956522
Onion,2002,Whole Year ,Bihar,13589,116759,1105.8,1286470.63,3397.25,8.524054054
Peas & beans (Pulses),2002,Rabi       ,Bihar,23295,20805,1105.8,2205337.65,5823.75,0.896285714
Potato,2002,Whole Year ,Bihar,147819,1476602,1105.8,13994024.73,36954.75,10.27135135
Rice,2002,Autumn     ,Bihar,583274,682933,1105.8,55218549.58,145818.5,1.060714286
Rice,2002,Summer     ,Bihar,120354,197607,1105.8,11393913.18,30088.5,1.625517241
Rice,2002,Winter     ,Bihar,2881073,4205026,1105.8,272751180.9,720268.25,1.345945946
Wheat,2002,Rabi       ,Bihar,2130933,4040610,1105.8,201735427.1,532733.25,1.844054054
Cotton(lint),2002,Kharif     ,Chhattisgarh,90,75,1001.4,8520.3,22.5,1.276
Onion,2002,Whole Year ,Chhattisgarh,4145,34830,1001.4,392407.15,1036.25,8.068
Peas & beans (Pulses),2002,Rabi       ,Chhattisgarh,12181,4180,1001.4,1153175.27,3045.25,0.30875
Potato,2002,Whole Year ,Chhattisgarh,9564,61104,1001.4,905423.88,2391,6.6325
Rice,2002,Kharif     ,Chhattisgarh,3777661,2634853,1001.4,357631166.9,944415.25,0.710625
Wheat,2002,Rabi       ,Chhattisgarh,93846,98592,1001.4,8884400.82,23461.5,1.185
Cotton(lint),2002,Kharif     ,Gujarat,1634800,1684500,458.4,154766516,408700,1.349411765
Onion,2002,Whole Year ,Gujarat,25000,715400,458.4,2366750,6250,28.60875
Potato,2002,Whole Year ,Gujarat,35800,779700,458.4,3389186,8950,20.24333333
Rice,2002,Kharif     ,Gujarat,469000,541700,458.4,44400230,117250,1.209230769
Rice,2002,Summer     ,Gujarat,11800,54700,458.4,1117106,2950,4.53
Wheat,2002,Rabi       ,Gujarat,435600,856600,458.4,41238252,108900,2.185789474
Banana,2002,Whole Year ,Haryana,154,0,353.9,14579.18,38.5,0
Cotton(lint),2002,Kharif     ,Haryana,518328,1038000,353.9,49070111.76,129582,1.038333333
Onion,2002,Whole Year ,Haryana,1609,36000,353.9,152324.03,402.25,19.29692308
Peas & beans (Pulses),2002,Rabi       ,Haryana,1113,1300,353.9,105367.71,278.25,0.721666667
Potato,2002,Whole Year ,Haryana,10328,291900,353.9,977751.76,2582,33.775
Rice,2002,Kharif     ,Haryana,905651,2468000,353.9,85737980.17,226412.75,2.495
Wheat,2002,Rabi       ,Haryana,2267140,9188000,353.9,214630143.8,566785,3.947894737
Cotton(lint),2002,Kharif     ,Himachal Pradesh,28,15,890.8,2650.76,7,0.4275
Onion,2002,Whole Year ,Himachal Pradesh,807,4541,890.8,76398.69,201.75,5.328
Peas & beans (Pulses),2002,Kharif     ,Himachal Pradesh,6285,12057,890.8,595000.95,1571.25,1.156363636
Potato,2002,Whole Year ,Himachal Pradesh,13941,136033,890.8,1319794.47,3485.25,10.06
Rice,2002,Kharif     ,Himachal Pradesh,83273,85653,890.8,7883454.91,20818.25,1.133636364
Wheat,2002,Rabi       ,Himachal Pradesh,359439,495558,890.8,34028090.13,89859.75,1.389166667
Banana,2002,Whole Year ,Karnataka,39813,681663,860.8,3769096.71,9953.25,16.96518519
Coconut ,2002,Whole Year ,Karnataka,375425,1525287000,860.8,35541484.75,93856.25,4165.087778
Cotton(lint),2002,Kharif     ,Karnataka,392671,330913,860.8,37174163.57,98167.75,1.152857143
Onion,2002,Whole Year ,Karnataka,114975,535821,860.8,10884683.25,28743.75,7.0436
Potato,2002,Whole Year ,Karnataka,50645,149282,860.8,4794562.15,12661.25,5.757142857
Rice,2002,Kharif     ,Karnataka,1030464,2103709,860.8,97554026.88,257616,2.035185185
Rice,2002,Rabi       ,Karnataka,50456,102312,860.8,4776669.52,12614,2.000666667
Rice,2002,Summer     ,Karnataka,73863,184064,860.8,6992610.21,18465.75,2.378
Wheat,2002,Rabi       ,Karnataka,246855,147748,860.8,23369762.85,61713.75,0.572142857
Banana,2002,Whole Year ,Madhya Pradesh,16117,363109,800.8,1525796.39,4029.25,17.72565217
Cotton(lint),2002,Kharif     ,Madhya Pradesh,552393,379455,800.8,52295045.31,138098.25,0.535789474
Onion,2002,Whole Year ,Madhya Pradesh,24620,344975,800.8,2330775.4,6155,12.75155556
Potato,2002,Whole Year ,Madhya Pradesh,40871,487836,800.8,3869257.57,10217.75,11.89644444
Rice,2002,Kharif     ,Madhya Pradesh,1671107,1024930,800.8,158203699.7,417776.75,0.608
Wheat,2002,Rabi       ,Madhya Pradesh,3369481,4916044,800.8,318988766.3,842370.25,1.500666667
Cotton(lint),2002,Kharif     ,Maharashtra,2799900,2596100,967.4,265066533,699975,0.99037037
Rice,2002,Kharif     ,Maharashtra,1496800,1793000,967.4,141702056,374200,0.8903125
Rice,2002,Summer     ,Maharashtra,26500,61100,967.4,2508755,6625,2.288
Wheat,2002,Rabi       ,Maharashtra,759800,983900,967.4,71930266,189950,1.234333333
Banana,2002,Whole Year ,Meghalaya,5344,65659,4355.3,505916.48,1336,11.42714286
Cotton(lint),2002,Kharif     ,Meghalaya,7310,7829,4355.3,692037.7,1827.5,1.046666667
Potato,2002,Whole Year ,Meghalaya,18071,167884,4355.3,1710781.57,4517.75,7.74
Rice,2002,Kharif     ,Meghalaya,107742,190937,4355.3,10199935.14,26935.5,1.767142857
Wheat,2002,Rabi       ,Meghalaya,2714,4745,4355.3,256934.38,678.5,1.455
Cotton(lint),2002,Kharif     ,Mizoram,388,1030,2627,36731.96,97,2.4125
Potato,2002,Whole Year ,Mizoram,369,726,2627,34933.23,92.25,1.976666667
Rice,2002,Kharif     ,Mizoram,57067,109205,2627,5402532.89,14266.75,1.89
Cotton(lint),2002,Kharif     ,Nagaland,1000,5000,1536.6,94670,250,5.005
Peas & beans (Pulses),2002,Kharif     ,Nagaland,1100,1250,1536.6,104137,275,1.1525
Peas & beans (Pulses),2002,Rabi       ,Nagaland,6800,5260,1536.6,643756,1700,0.82
Potato,2002,Whole Year ,Nagaland,5450,61000,1536.6,515951.5,1362.5,11.25375
Rice,2002,Kharif     ,Nagaland,150000,223400,1536.6,14200500,37500,1.46375
Wheat,2002,Rabi       ,Nagaland,7650,15820,1536.6,724225.5,1912.5,2.0775
Onion,2002,Whole Year ,Odisha,26410,238790,1102.8,2500234.7,6602.5,8.852666667
Potato,2002,Whole Year ,Odisha,7076,70320,1102.8,669884.92,1769,8.908214286
Rice,2002,Kharif     ,Odisha,4273000,3278000,1102.8,404524910,1068250,0.753333333
Wheat,2002,Rabi       ,Odisha,4627,5767,1102.8,438038.09,1156.75,1.133636364
Cotton(lint),2002,Kharif     ,Punjab,449000,1083000,301.8,42506830,112250,1.836
Rice,2002,Kharif     ,Punjab,2530000,8880000,301.8,239515100,632500,3.438823529
Wheat,2002,Rabi       ,Punjab,3375000,14175000,301.8,319511250,843750,4.13
Onion,2002,Rabi       ,Uttarakhand,8497,87690,1610.3,804410.99,2124.25,10.32
Onion,2002,Summer     ,Uttarakhand,11216,125394,1610.3,1061818.72,2804,11.18
Onion,2002,Whole Year ,Uttarakhand,1920,8839,1610.3,181766.4,480,6.455384615
Peas & beans (Pulses),2002,Rabi       ,Uttarakhand,3550,2636,1610.3,336078.5,887.5,0.627692308
Potato,2002,Kharif     ,Uttarakhand,7741,154194,1610.3,732840.47,1935.25,20.172
Potato,2002,Rabi       ,Uttarakhand,6803,143706,1610.3,644040.01,1700.75,19.99538462
Rice,2002,Kharif     ,Uttarakhand,271219,511526,1610.3,25676302.73,67804.75,1.461538462
Rice,2002,Rabi       ,Uttarakhand,4090,11649,1610.3,387200.3,1022.5,2.8
Wheat,2002,Rabi       ,Uttarakhand,374802,721653,1610.3,35482505.34,93700.5,1.650769231
Potato,2002,Rabi       ,Jharkhand,12269.37,91201,1041.2,1161541.258,3067.3425,7.418
Potato,2002,Winter     ,Jharkhand,10525.78,74589,1041.2,996475.5926,2631.445,6.716666667
Rice,2002,Autumn     ,Jharkhand,136359.61,89082,1041.2,12909164.28,34089.9025,1.516666667
Rice,2002,Winter     ,Jharkhand,922658.68,974008,1041.2,87348097.24,230664.67,1.062222222
Wheat,2002,Rabi       ,Jharkhand,57203.69,78365,1041.2,5415473.332,14300.9225,1.42125
Banana,2003,Whole Year ,Bihar,13007,215248,1353.9,1287432.86,3121.68,19.39208333
Onion,2003,Whole Year ,Bihar,14545,137965,1353.9,1439664.1,3490.8,9.284736842
Peas & beans (Pulses),2003,Rabi       ,Bihar,23740,22172,1353.9,2349785.2,5697.6,0.931944444
Potato,2003,Whole Year ,Bihar,142013,1351846,1353.9,14056446.74,34083.12,9.989210526
Rice,2003,Autumn     ,Bihar,553904,688189,1353.9,54825417.92,132936.96,1.141666667
Rice,2003,Kharif     ,Bihar,190236,270831,1353.9,18829559.28,45656.64,1.42
Rice,2003,Summer     ,Bihar,116885,169902,1353.9,11569277.3,28052.4,1.324642857
Rice,2003,Winter     ,Bihar,2907199,4589705,1353.9,287754557,697727.76,1.456315789
Wheat,2003,Rabi       ,Bihar,2076839,3688941,1353.9,205565524.2,498441.36,1.747105263
Cotton(lint),2003,Kharif     ,Chhattisgarh,92,182,1643.7,9106.16,22.08,1.832
Onion,2003,Whole Year ,Chhattisgarh,4441,32548,1643.7,439570.18,1065.84,7.334
Peas & beans (Pulses),2003,Rabi       ,Chhattisgarh,17307,6497,1643.7,1713046.86,4153.68,0.34625
Potato,2003,Whole Year ,Chhattisgarh,10228,49238,1643.7,1012367.44,2454.72,5.158125
Rice,2003,Kharif     ,Chhattisgarh,3828992,5567644,1643.7,378993628.2,918958.08,1.4375
Wheat,2003,Rabi       ,Chhattisgarh,106109,113138,1643.7,10502668.82,25466.16,1.20875
Potato,2003,Whole Year ,Delhi,62,306,962.3,6136.76,14.88,4.94
Rice,2003,Kharif     ,Delhi,6549,17909,962.3,648220.02,1571.76,2.73
Wheat,2003,Rabi       ,Delhi,18973,82893,962.3,1877947.54,4553.52,4.37
Banana,2003,Whole Year ,Gujarat,28200,2027400,902.5,2791236,6768,65.116
Cotton(lint),2003,Kharif     ,Gujarat,1641000,4026900,902.5,162426180,393840,2.818181818
Onion,2003,Whole Year ,Gujarat,49100,1474600,902.5,4859918,11784,31.65611111
Potato,2003,Whole Year ,Gujarat,31000,738300,902.5,3068380,7440,22.146
Rice,2003,Kharif     ,Gujarat,651400,1193200,902.5,64475572,156336,1.7125
Rice,2003,Summer     ,Gujarat,23900,83800,902.5,2365622,5736,3.565714286
Wheat,2003,Rabi       ,Gujarat,759500,2036500,902.5,75175310,182280,2.68875
Banana,2003,Whole Year ,Haryana,52,0,592.3,5146.96,12.48,0
Cotton(lint),2003,Kharif     ,Haryana,526038,1407000,592.3,52067241.24,126249.12,1.436315789
Onion,2003,Whole Year ,Haryana,3319,80700,592.3,328514.62,796.56,21.084
Peas & beans (Pulses),2003,Rabi       ,Haryana,994,1100,592.3,98386.12,238.56,0.975833333
Potato,2003,Whole Year ,Haryana,10521,256900,592.3,1041368.58,2525.04,22.60571429
Rice,2003,Kharif     ,Haryana,1015191,2790000,592.3,100483605.2,243645.84,2.733333333
Wheat,2003,Rabi       ,Haryana,2315496,9114000,592.3,229187794.1,555719.04,3.825789474
Onion,2003,Whole Year ,Jharkhand,1137.98,9198,1258.3,112637.2604,273.1152,9.12
Potato,2003,Rabi       ,Jharkhand,9350.04,73414,1258.3,925466.9592,2244.0096,6.98625
Potato,2003,Winter     ,Jharkhand,13174.37,121890,1258.3,1303999.143,3161.8488,8.628333333
Rice,2003,Autumn     ,Jharkhand,614160.1,418254,1258.3,60789566.7,147398.424,0.74
Rice,2003,Winter     ,Jharkhand,1437560.59,1525099,1258.3,142289747.2,345014.5416,0.998636364
Wheat,2003,Rabi       ,Jharkhand,60269.7,80183,1258.3,5965494.906,14464.728,1.360909091
Banana,2003,Whole Year ,Madhya Pradesh,15985,457194,1163,1582195.3,3836.4,17.95652174
Cotton(lint),2003,Kharif     ,Madhya Pradesh,557169,628304,1163,55148587.62,133720.56,0.972916667
Onion,2003,Whole Year ,Madhya Pradesh,30958,416137,1163,3064222.84,7429.92,12.86875
Peas & beans (Pulses),2003,Rabi       ,Madhya Pradesh,5,2,1163,494.9,1.2,0.4
Potato,2003,Whole Year ,Madhya Pradesh,46546,667656,1163,4607123.08,11171.04,13.33404255
Rice,2003,Kharif     ,Madhya Pradesh,1708583,1743430,1163,169115545.3,410059.92,0.997916667
Wheat,2003,Rabi       ,Madhya Pradesh,4078974,7357255,1163,403736846.5,978953.76,1.797916667
Banana,2003,Whole Year ,Maharashtra,57700,3634720,1037.4,5711146,13848,57.56857143
Cotton(lint),2003,Kharif     ,Maharashtra,2762400,3080100,1037.4,273422352,662976,1.181111111
Onion,2003,Whole Year ,Maharashtra,133622,1663240,1037.4,13225905.56,32069.28,12.44846154
Rice,2003,Kharif     ,Maharashtra,1500400,2768600,1037.4,148509592,360096,1.232258065
Rice,2003,Summer     ,Maharashtra,29500,65500,1037.4,2919910,7080,2.217
Wheat,2003,Rabi       ,Maharashtra,664700,778200,1037.4,65792006,159528,1.171666667
Banana,2003,Whole Year ,Manipur,1950,15308,687.7,193011,468,7.851111111
Onion,2003,Whole Year ,Manipur,970,2060,687.7,96010.6,232.8,2.068333333
Peas & beans (Pulses),2003,Kharif     ,Manipur,3980,2030,687.7,393940.4,955.2,0.52
Rice,2003,Kharif     ,Manipur,157830,381240,687.7,15622013.4,37879.2,2.305555556
Cotton(lint),2003,Kharif     ,Mizoram,343,1336,2499.5,33950.14,82.32,3.501666667
Peas & beans (Pulses),2003,Kharif     ,Mizoram,165,172,2499.5,16331.7,39.6,0.9025
Peas & beans (Pulses),2003,Rabi       ,Mizoram,346,376,2499.5,34247.08,83.04,1.018333333
Potato,2003,Whole Year ,Mizoram,363,893,2499.5,35929.74,87.12,3.301666667
Rice,2003,Kharif     ,Mizoram,59196,114630,2499.5,5859220.08,14207.04,1.925
Cotton(lint),2003,Kharif     ,Nagaland,2000,150,1709.8,197960,480,0.08375
Peas & beans (Pulses),2003,Kharif     ,Nagaland,1370,2000,1709.8,135602.6,328.8,1.5825
Peas & beans (Pulses),2003,Rabi       ,Nagaland,6840,4930,1709.8,677023.2,1641.6,0.6825
Potato,2003,Whole Year ,Nagaland,5110,43540,1709.8,505787.8,1226.4,8.2975
Rice,2003,Kharif     ,Nagaland,155000,220990,1709.8,15341900,37200,1.36
Rice,2003,Rabi       ,Nagaland,1000,2000,1709.8,98980,240,1.945
Wheat,2003,Rabi       ,Nagaland,10000,19500,1709.8,989800,2400,1.86625
Onion,2003,Whole Year ,Odisha,26550,240340,1648.2,2627919,6372,8.845666667
Potato,2003,Whole Year ,Odisha,7303,75823,1648.2,722850.94,1752.72,9.688965517
Rice,2003,Kharif     ,Odisha,4501000,6801000,1648.2,445508980,1080240,1.516333333
Wheat,2003,Rabi       ,Odisha,5129,7517,1648.2,507668.42,1230.96,1.377407407
Cotton(lint),2003,Kharif     ,Punjab,452000,1478000,451.7,44738960,108480,2.736
Rice,2003,Kharif     ,Punjab,2614000,9656000,451.7,258733720,627360,3.678235294
Wheat,2003,Rabi       ,Punjab,3444000,14489000,451.7,340887120,826560,4.166470588
Onion,2003,Rabi       ,Uttar Pradesh,8781,126033,1075.6,869143.38,2107.44,14.35414286
Onion,2003,Summer     ,Uttar Pradesh,11390,112405,1075.6,1127382.2,2733.6,9.894202899
Peas & beans (Pulses),2003,Rabi       ,Uttar Pradesh,399208,547690,1075.6,39513607.84,95809.92,1.357
Potato,2003,Whole Year ,Uttar Pradesh,441796,9540059,1075.6,43728968.08,106031.04,19.60414286
Rice,2003,Kharif     ,Uttar Pradesh,5719933,12476923,1075.6,566158968.3,1372783.92,2.066285714
Rice,2003,Summer     ,Uttar Pradesh,7839,18016,1075.6,775904.22,1881.36,2.1595
Wheat,2003,Rabi       ,Uttar Pradesh,9443104,26349910,1075.6,934678433.9,2266344.96,2.767428571
Onion,2003,Whole Year ,Uttarakhand,1719,19183,1734.3,170146.62,412.56,11.30846154
Peas & beans (Pulses),2003,Rabi       ,Uttarakhand,4451,3386,1734.3,440559.98,1068.24,0.663333333
Potato,2003,Whole Year ,Uttarakhand,16054,261765,1734.3,1589024.92,3852.96,15.82153846
Rice,2003,Kharif     ,Uttarakhand,271671,520831,1734.3,26889995.58,65201.04,1.640769231
Rice,2003,Summer     ,Uttarakhand,5655,21126,1734.3,559731.9,1357.2,3.66
Wheat,2003,Rabi       ,Uttarakhand,383387,729653,1734.3,37947645.26,92012.88,1.525384615
Banana,2004,Whole Year ,Andhra Pradesh,40906,980481,781.8,4431756.04,8590.26,26.37047619
Coconut ,2004,Whole Year ,Andhra Pradesh,103869,1199311362,781.8,11253167.46,21812.49,10469.71389
Cotton(lint),2004,Kharif     ,Andhra Pradesh,1178419,2190549,781.8,127669914.5,247467.99,1.901428571
Onion,2004,Kharif     ,Andhra Pradesh,21907,344540,781.8,2373404.38,4600.47,14.4
Onion,2004,Rabi       ,Andhra Pradesh,12248,258886,781.8,1326948.32,2572.08,20.17047619
Potato,2004,Whole Year ,Andhra Pradesh,4037,27527,781.8,437368.58,847.77,7.64
Rice,2004,Kharif     ,Andhra Pradesh,2215067,6392717,781.8,239980358.8,465164.07,2.720454545
Rice,2004,Rabi       ,Andhra Pradesh,871135,3208328,781.8,94378765.9,182938.35,2.83
Wheat,2004,Rabi       ,Andhra Pradesh,9174,4605,781.8,993911.16,1926.54,0.387272727
Cotton(lint),2004,Kharif     ,Assam,1389,663,2536.9,150484.26,291.69,0.482608696
Onion,2004,Whole Year ,Assam,7122,16786,2536.9,771597.48,1495.62,2.396956522
Peas & beans (Pulses),2004,Rabi       ,Assam,22238,13339,2536.9,2409264.92,4669.98,0.596521739
Potato,2004,Whole Year ,Assam,73104,589070,2536.9,7920087.36,15351.84,7.482608696
Rice,2004,Autumn     ,Assam,436244,286330,2536.9,47262674.96,91611.24,0.802173913
Rice,2004,Summer     ,Assam,311437,610136,2536.9,33741084.58,65401.77,1.764347826
Rice,2004,Winter     ,Assam,1636050,2574284,2536.9,177249657,343570.5,1.551304348
Wheat,2004,Rabi       ,Assam,63854,68083,2536.9,6917942.36,13409.34,1.056956522
Banana,2004,Whole Year ,Bihar,14784,189572,1147.8,1601698.56,3104.64,14.46545455
Onion,2004,Whole Year ,Bihar,14115,106528,1147.8,1529219.1,2964.15,7.463684211
Peas & beans (Pulses),2004,Rabi       ,Bihar,22824,20085,1147.8,2472752.16,4793.04,0.891388889
Potato,2004,Whole Year ,Bihar,138730,1062822,1147.8,15030008.2,29133.3,8.02
Rice,2004,Autumn     ,Bihar,534477,477325,1147.8,57905238.18,112240.17,0.788148148
Rice,2004,Summer     ,Bihar,116220,166198,1147.8,12591274.8,24406.2,1.437407407
Rice,2004,Winter     ,Bihar,2489419,1828633,1147.8,269703654.5,522777.99,0.647105263
Wheat,2004,Rabi       ,Bihar,2027643,3263385,1147.8,219674842.6,425805.03,1.569473684
Cotton(lint),2004,Kharif     ,Chhattisgarh,468,763,1122.8,50703.12,98.28,1.7775
Onion,2004,Whole Year ,Chhattisgarh,4472,27002,1122.8,484496.48,939.12,6.1025
Peas & beans (Pulses),2004,Rabi       ,Chhattisgarh,16359,5316,1122.8,1772334.06,3435.39,0.28625
Potato,2004,Whole Year ,Chhattisgarh,10638,59892,1122.8,1152520.92,2233.98,5.89625
Rice,2004,Kharif     ,Chhattisgarh,3843825,4586818,1122.8,416440000.5,807203.25,1.160625
Wheat,2004,Rabi       ,Chhattisgarh,99245,85215,1122.8,10752203.3,20841.45,0.963125
Rice,2004,Kharif     ,Delhi,8431,28216,651.9,913414.54,1770.51,3.35
Wheat,2004,Rabi       ,Delhi,18695,80800,651.9,2025416.3,3925.95,4.32
Banana,2004,Whole Year ,Gujarat,32200,1931400,719.8,3488548,6762,59.4
Cotton(lint),2004,Kharif     ,Gujarat,1906300,5443500,719.8,206528542,400323,3.209090909
Onion,2004,Whole Year ,Gujarat,44000,1221300,719.8,4766960,9240,28.47894737
Potato,2004,Whole Year ,Gujarat,39300,1086400,719.8,4257762,8253,26.09666667
Rice,2004,Kharif     ,Gujarat,665600,1157300,719.8,72111104,139776,1.730666667
Rice,2004,Summer     ,Gujarat,13800,39200,719.8,1495092,2898,2.68625
Wheat,2004,Rabi       ,Gujarat,727400,1805500,719.8,78806516,152754,2.6312
Cotton(lint),2004,Kharif     ,Haryana,621234,2075000,484.6,67304491.56,130459.14,1.804444444
Onion,2004,Whole Year ,Haryana,2823,68400,484.6,305843.82,592.83,20.795
Peas & beans (Pulses),2004,Rabi       ,Haryana,716,800,484.6,77571.44,150.36,0.614545455
Potato,2004,Whole Year ,Haryana,10832,269100,484.6,1173538.88,2274.72,23.1075
Rice,2004,Kharif     ,Haryana,1024236,3010000,484.6,110965728.2,215089.56,2.832777778
Wheat,2004,Rabi       ,Haryana,2316674,9043000,484.6,250988461.2,486501.54,3.774736842
Cotton(lint),2004,Kharif     ,Madhya Pradesh,584347,644360,895.7,63308153.98,122712.87,0.947916667
Onion,2004,Whole Year ,Madhya Pradesh,35661,560306,895.7,3863512.74,7488.81,15.03166667
